"","x"
"60","GO_NEGATIVE_REGULATION_OF_PHOSPHOPROTEIN_PHOSPHATASE_ACTIVITY"
"61","GO_NEGATIVE_REGULATION_OF_PROTEIN_COMPLEX_ASSEMBLY"
"62","GO_HEMOGLOBIN_METABOLIC_PROCESS"
"63","GO_SINGLE_FERTILIZATION"
"64","GO_LEUKOCYTE_ACTIVATION"
"65","GO_CHROMOSOME_ORGANIZATION"
"66","GO_REGULATION_OF_MITOCHONDRIAL_DEPOLARIZATION"
"67","GO_NEGATIVE_REGULATION_OF_MAP_KINASE_ACTIVITY"
"68","GO_SYNAPTIC_VESICLE_LOCALIZATION"
"69","GO_PHENOL_CONTAINING_COMPOUND_METABOLIC_PROCESS"
"70","GO_REGULATION_OF_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY"
"71","GO_ESTABLISHMENT_OF_SPINDLE_ORIENTATION"
"72","GO_METANEPHRIC_NEPHRON_MORPHOGENESIS"
"73","GO_CARBOXYLIC_ACID_BIOSYNTHETIC_PROCESS"
"74","GO_GLYCERALDEHYDE_3_PHOSPHATE_METABOLIC_PROCESS"
"75","GO_RESPONSE_TO_UV_C"
"76","GO_CARBOHYDRATE_CATABOLIC_PROCESS"
"77","GO_DENTATE_GYRUS_DEVELOPMENT"
"78","GO_ESTABLISHMENT_OR_MAINTENANCE_OF_TRANSMEMBRANE_ELECTROCHEMICAL_GRADIENT"
"79","GO_STRESS_FIBER_ASSEMBLY"
"80","GO_LABYRINTHINE_LAYER_DEVELOPMENT"
"81","GO_N_TERMINAL_PROTEIN_AMINO_ACID_ACETYLATION"
"82","GO_NEUROLOGICAL_SYSTEM_PROCESS"
"83","GO_NEURONAL_STEM_CELL_DIVISION"
"84","GO_CERAMIDE_CATABOLIC_PROCESS"
"85","GO_EXCRETION"
"86","GO_DIGESTION"
"87","GO_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC"
"88","GO_POSITIVE_REGULATION_OF_MITOTIC_NUCLEAR_DIVISION"
"89","GO_HINDBRAIN_DEVELOPMENT"
"90","GO_OLIGOSACCHARIDE_METABOLIC_PROCESS"
"91","GO_NEGATIVE_REGULATION_OF_DENDRITIC_SPINE_DEVELOPMENT"
"92","GO_MODULATION_OF_GROWTH_OF_SYMBIONT_INVOLVED_IN_INTERACTION_WITH_HOST"
"93","GO_CHROMOSOME_SEGREGATION"
"94","GO_NEGATIVE_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY"
"95","GO_ETHER_METABOLIC_PROCESS"
"96","GO_HEMATOPOIETIC_PROGENITOR_CELL_DIFFERENTIATION"
"97","GO_CYTOKINE_METABOLIC_PROCESS"
"98","GO_ANTEROGRADE_AXONAL_TRANSPORT"
"99","GO_NEGATIVE_REGULATION_OF_ERK1_AND_ERK2_CASCADE"
"100","GO_STEROID_BIOSYNTHETIC_PROCESS"
"101","GO_ALDITOL_PHOSPHATE_METABOLIC_PROCESS"
"102","GO_SODIUM_INDEPENDENT_ORGANIC_ANION_TRANSPORT"
"103","GO_REGULATION_OF_PROTEIN_TYROSINE_KINASE_ACTIVITY"
"104","GO_REGULATION_OF_INTERFERON_BETA_PRODUCTION"
"105","GO_NUCLEOSOME_DISASSEMBLY"
"106","GO_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION"
"107","GO_N_GLYCAN_PROCESSING"
"108","GO_INORGANIC_ION_IMPORT_INTO_CELL"
"109","GO_ENDOPLASMIC_RETICULUM_TO_CYTOSOL_TRANSPORT"
"110","GO_NEGATIVE_REGULATION_OF_REPRODUCTIVE_PROCESS"
"111","GO_G_PROTEIN_COUPLED_PURINERGIC_RECEPTOR_SIGNALING_PATHWAY"
"112","GO_MEMBRANE_DEPOLARIZATION"
"113","GO_OLFACTORY_BULB_INTERNEURON_DIFFERENTIATION"
"114","GO_POSITIVE_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY"
"115","GO_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE"
"116","GO_VIRAL_BUDDING"
"117","GO_REGULATION_OF_LYASE_ACTIVITY"
"118","GO_RESPONSE_TO_NITROGEN_COMPOUND"
"119","GO_NEGATIVE_REGULATION_OF_TRANSMEMBRANE_TRANSPORT"
"120","GO_REGULATION_OF_DNA_RECOMBINATION"
"121","GO_REGULATION_OF_LEUKOCYTE_PROLIFERATION"
"122","GO_RESPONSE_TO_ETHANOL"
"123","GO_SULFUR_COMPOUND_METABOLIC_PROCESS"
"124","GO_POSITIVE_REGULATION_OF_TYROSINE_PHOSPHORYLATION_OF_STAT1_PROTEIN"
"125","GO_REGULATION_OF_CELL_CYCLE_CHECKPOINT"
"126","GO_NEGATIVE_REGULATION_OF_TRANSCRIPTION_REGULATORY_REGION_DNA_BINDING"
"127","GO_POSITIVE_REGULATION_OF_DNA_REPLICATION"
"128","GO_MYELINATION_IN_PERIPHERAL_NERVOUS_SYSTEM"
"129","GO_NEGATIVE_REGULATION_OF_NEURON_APOPTOTIC_PROCESS"
"130","GO_POSITIVE_REGULATION_OF_REPRODUCTIVE_PROCESS"
"131","GO_POSITIVE_REGULATION_OF_METANEPHROS_DEVELOPMENT"
"132","GO_POSITIVE_REGULATION_OF_LYMPHOCYTE_APOPTOTIC_PROCESS"
"133","GO_NUCLEOTIDE_PHOSPHORYLATION"
"134","GO_POSITIVE_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC"
"135","GO_GLUTAMATE_SECRETION"
"136","GO_REGULATION_OF_MRNA_METABOLIC_PROCESS"
"137","GO_POSITIVE_REGULATION_OF_PROTEIN_BINDING"
"138","GO_REGULATION_OF_NFAT_PROTEIN_IMPORT_INTO_NUCLEUS"
"139","GO_REGULATION_OF_VASCULOGENESIS"
"140","GO_POSITIVE_REGULATION_OF_PURINE_NUCLEOTIDE_METABOLIC_PROCESS"
"141","GO_LENS_FIBER_CELL_DIFFERENTIATION"
"142","GO_SENSORY_PERCEPTION"
"143","GO_HEPATICOBILIARY_SYSTEM_DEVELOPMENT"
"144","GO_FATTY_ACID_CATABOLIC_PROCESS"
"145","GO_REGULATION_OF_VESICLE_FUSION"
"146","GO_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_I_BIOGENESIS"
"147","GO_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS"
"148","GO_REGULATION_OF_LIPID_STORAGE"
"149","GO_CARBOHYDRATE_TRANSPORT"
"150","GO_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS"
"151","GO_EMBRYONIC_HEMOPOIESIS"
"152","GO_EMBRYO_DEVELOPMENT_ENDING_IN_BIRTH_OR_EGG_HATCHING"
"153","GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_OR_POLYSACCHARIDE_ANTIGEN_VIA_MHC_CLASS_II"
"154","GO_RESPONSE_TO_IONIZING_RADIATION"
"155","GO_PROTEIN_EXPORT_FROM_NUCLEUS"
"156","GO_EPITHELIUM_DEVELOPMENT"
"157","GO_POSITIVE_REGULATION_OF_SEQUESTERING_OF_CALCIUM_ION"
"158","GO_SECONDARY_METABOLITE_BIOSYNTHETIC_PROCESS"
"159","GO_CELL_MIGRATION_INVOLVED_IN_HEART_DEVELOPMENT"
"160","GO_PROTEIN_LOCALIZATION_TO_CYTOSKELETON"
"161","GO_NUCLEAR_ENVELOPE_REASSEMBLY"
"162","GO_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE_BY_P53_CLASS_MEDIATOR"
"163","GO_REGULATION_OF_AUTOPHAGY"
"164","GO_PHOSPHOLIPID_METABOLIC_PROCESS"
"165","GO_AMMONIUM_ION_METABOLIC_PROCESS"
"166","GO_REGULATION_OF_INTERLEUKIN_4_PRODUCTION"
"167","GO_NCRNA_CATABOLIC_PROCESS"
"168","GO_REGULATION_OF_FAT_CELL_DIFFERENTIATION"
"169","GO_GLUTAMINE_FAMILY_AMINO_ACID_BIOSYNTHETIC_PROCESS"
"170","GO_REGULATION_OF_PROTEIN_ACTIVATION_CASCADE"
"171","GO_REGULATION_OF_TELOMERASE_RNA_LOCALIZATION_TO_CAJAL_BODY"
"172","GO_REGULATION_OF_RNA_STABILITY"
"173","GO_BUNDLE_OF_HIS_CELL_TO_PURKINJE_MYOCYTE_COMMUNICATION"
"174","GO_REGULATION_OF_CELL_MATURATION"
"175","GO_NEGATIVE_REGULATION_OF_CELL_DEVELOPMENT"
"176","GO_MAMMARY_GLAND_MORPHOGENESIS"
"177","GO_CELLULAR_PROTEIN_COMPLEX_DISASSEMBLY"
"178","GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE"
"179","GO_URETER_DEVELOPMENT"
"180","GO_NEGATIVE_REGULATION_OF_PROTEIN_PROCESSING"
"181","GO_BODY_MORPHOGENESIS"
"182","GO_SOMATIC_STEM_CELL_POPULATION_MAINTENANCE"
"183","GO_CYTOPLASMIC_MICROTUBULE_ORGANIZATION"
"184","GO_POSITIVE_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR"
"185","GO_PROTEIN_ACTIVATION_CASCADE"
"186","GO_POSITIVE_REGULATION_OF_PHOSPHOLIPASE_ACTIVITY"
"187","GO_NEGATIVE_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION"
"188","GO_REGULATION_OF_COLLATERAL_SPROUTING"
"189","GO_ESTABLISHMENT_OR_MAINTENANCE_OF_MONOPOLAR_CELL_POLARITY"
"190","GO_NEURON_RECOGNITION"
"191","GO_NUCLEOSIDE_DIPHOSPHATE_METABOLIC_PROCESS"
"192","GO_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION"
"193","GO_RESPONSE_TO_AMMONIUM_ION"
"194","GO_REGULATION_OF_INTERLEUKIN_5_PRODUCTION"
"195","GO_REGULATION_OF_GLUCOSE_IMPORT"
"196","GO_NEGATIVE_REGULATION_OF_PROTEOLYSIS"
"197","GO_PINOCYTOSIS"
"198","GO_REGULATION_OF_EPITHELIAL_CELL_APOPTOTIC_PROCESS"
"199","GO_PHOSPHATIDYLETHANOLAMINE_METABOLIC_PROCESS"
"200","GO_PHOSPHATIDYLCHOLINE_METABOLIC_PROCESS"
"201","GO_LUNG_EPITHELIUM_DEVELOPMENT"
"202","GO_METENCEPHALON_DEVELOPMENT"
"203","GO_G_PROTEIN_COUPLED_PURINERGIC_NUCLEOTIDE_RECEPTOR_SIGNALING_PATHWAY"
"204","GO_ACTIN_FILAMENT_BUNDLE_ORGANIZATION"
"205","GO_CELLULAR_RESPONSE_TO_VIRUS"
"206","GO_CYTOPLASMIC_MRNA_PROCESSING_BODY_ASSEMBLY"
"207","GO_RESPIRATORY_GASEOUS_EXCHANGE"
"208","GO_NEGATIVE_REGULATION_OF_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL"
"209","GO_AMINO_ACID_ACTIVATION"
"210","GO_DENDRITIC_CELL_DIFFERENTIATION"
"211","GO_NATURAL_KILLER_CELL_DIFFERENTIATION"
"212","GO_BONE_TRABECULA_MORPHOGENESIS"
"213","GO_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS"
"214","GO_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS"
"215","GO_NEGATIVE_REGULATION_OF_NEURON_DIFFERENTIATION"
"216","GO_REGULATION_OF_SKELETAL_MUSCLE_TISSUE_DEVELOPMENT"
"217","GO_MUSCLE_TISSUE_DEVELOPMENT"
"218","GO_NEGATIVE_REGULATION_OF_PROTEIN_AUTOPHOSPHORYLATION"
"219","GO_ACID_SECRETION"
"220","GO_POSITIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE"
"221","GO_REGULATION_OF_OSTEOCLAST_DIFFERENTIATION"
"222","GO_REGULATION_OF_PROTEIN_BINDING"
"223","GO_CARDIAC_SEPTUM_DEVELOPMENT"
"224","GO_REGULATION_OF_ICOSANOID_SECRETION"
"225","GO_L_ALPHA_AMINO_ACID_TRANSMEMBRANE_TRANSPORT"
"226","GO_REGULATION_OF_HISTONE_METHYLATION"
"227","GO_POSITIVE_REGULATION_OF_MITOCHONDRIAL_FISSION"
"228","GO_POSITIVE_REGULATION_OF_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY"
"229","GO_ANTIMICROBIAL_HUMORAL_RESPONSE"
"230","GO_EPIDERMIS_MORPHOGENESIS"
"231","GO_INTERMEDIATE_FILAMENT_BASED_PROCESS"
"232","GO_COGNITION"
"233","GO_RESPONSE_TO_ZINC_ION"
"234","GO_PURINE_DEOXYRIBONUCLEOTIDE_METABOLIC_PROCESS"
"235","GO_DISRUPTION_OF_CELLS_OF_OTHER_ORGANISM"
"236","GO_AXIS_SPECIFICATION"
"237","GO_PHOSPHATIDYLINOSITOL_METABOLIC_PROCESS"
"238","GO_CELL_PART_MORPHOGENESIS"
"239","GO_PIGMENT_GRANULE_LOCALIZATION"
"240","GO_PROSTAGLANDIN_BIOSYNTHETIC_PROCESS"
"241","GO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_SIGNALING_PATHWAY"
"242","GO_RESPONSE_TO_ORGANOPHOSPHORUS"
"243","GO_AXO_DENDRITIC_TRANSPORT"
"244","GO_SINGLE_ORGANISM_MEMBRANE_FUSION"
"245","GO_REGULATION_OF_PROTEIN_UBIQUITINATION_INVOLVED_IN_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS"
"246","GO_SUBSTRATE_INDEPENDENT_TELENCEPHALIC_TANGENTIAL_INTERNEURON_MIGRATION"
"247","GO_SKELETAL_MUSCLE_TISSUE_REGENERATION"
"248","GO_POLYSACCHARIDE_BIOSYNTHETIC_PROCESS"
"249","GO_REGULATION_OF_TYROSINE_PHOSPHORYLATION_OF_STAT_PROTEIN"
"250","GO_ORGAN_REGENERATION"
"251","GO_GLAND_MORPHOGENESIS"
"252","GO_NEGATIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE"
"253","GO_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_CIRCULATORY_RENIN_ANGIOTENSIN"
"254","GO_RIBOSOME_BIOGENESIS"
"255","GO_B_CELL_HOMEOSTASIS"
"256","GO_IRE1_MEDIATED_UNFOLDED_PROTEIN_RESPONSE"
"257","GO_SINGLE_ORGANISM_BEHAVIOR"
"258","GO_POSITIVE_REGULATION_OF_CALCIUM_ION_DEPENDENT_EXOCYTOSIS"
"259","GO_POSITIVE_REGULATION_OF_ENDOCYTOSIS"
"260","GO_MRNA_SPLICE_SITE_SELECTION"
"261","GO_REGULATION_OF_TRANSLATION_IN_RESPONSE_TO_STRESS"
"262","GO_NEGATIVE_REGULATION_OF_GENE_EXPRESSION"
"263","GO_MULTI_ORGANISM_TRANSPORT"
"264","GO_PHENOL_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS"
"265","GO_POSITIVE_REGULATION_OF_ERYTHROCYTE_DIFFERENTIATION"
"266","GO_DENDRITIC_CELL_MIGRATION"
"267","GO_SENSORY_PERCEPTION_OF_TEMPERATURE_STIMULUS"
"268","GO_LYSOSOMAL_TRANSPORT"
"269","GO_CELLULAR_CATABOLIC_PROCESS"
"270","GO_POSITIVE_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS"
"271","GO_POSITIVE_REGULATION_OF_MACROPHAGE_ACTIVATION"
"272","GO_EXTRACELLULAR_NEGATIVE_REGULATION_OF_SIGNAL_TRANSDUCTION"
"273","GO_REGULATION_OF_CALCIUM_MEDIATED_SIGNALING"
"274","GO_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION"
"275","GO_MUSCLE_ORGAN_DEVELOPMENT"
"276","GO_POSITIVE_REGULATION_OF_HEMOPOIESIS"
"277","GO_OUTFLOW_TRACT_SEPTUM_MORPHOGENESIS"
"278","GO_REGULATION_OF_MAMMARY_GLAND_EPITHELIAL_CELL_PROLIFERATION"
"279","GO_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_ACTIVITY"
"280","GO_CELLULAR_RESPONSE_TO_EPIDERMAL_GROWTH_FACTOR_STIMULUS"
"281","GO_LEUKOCYTE_DEGRANULATION"
"282","GO_MYELOID_CELL_HOMEOSTASIS"
"283","GO_CELLULAR_GLUCAN_METABOLIC_PROCESS"
"284","GO_REGULATION_OF_BLOOD_PRESSURE"
"285","GO_REGULATION_OF_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE"
"286","GO_RESPONSE_TO_ELECTRICAL_STIMULUS"
"287","GO_NEGATIVE_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERASE"
"288","GO_REGULATION_OF_T_CELL_CHEMOTAXIS"
"289","GO_REGULATION_OF_ESTABLISHMENT_OF_PLANAR_POLARITY_INVOLVED_IN_NEURAL_TUBE_CLOSURE"
"290","GO_REGULATION_OF_CYTOKINE_PRODUCTION"
"291","GO_REGULATION_OF_ERBB_SIGNALING_PATHWAY"
"292","GO_REGULATION_OF_CHOLESTEROL_HOMEOSTASIS"
"293","GO_VENTRICULAR_SEPTUM_MORPHOGENESIS"
"294","GO_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_CHEMOTAXIS"
"295","GO_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_DIFFERENTIATION"
"296","GO_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_PROLIFERATION"
"297","GO_TOLERANCE_INDUCTION"
"298","GO_CHEMICAL_HOMEOSTASIS"
"299","GO_SYNAPSE_ORGANIZATION"
"300","GO_METANEPHROS_DEVELOPMENT"
"301","GO_REGULATION_OF_MICROTUBULE_BASED_PROCESS"
"302","GO_NEGATIVE_REGULATION_OF_TRANSPORTER_ACTIVITY"
"303","GO_ENDOSOME_ORGANIZATION"
"304","GO_REGULATION_OF_WOUND_HEALING"
"305","GO_REGULATION_OF_MAPK_CASCADE"
"306","GO_DEVELOPMENTAL_PROGRAMMED_CELL_DEATH"
"307","GO_POSITIVE_REGULATION_OF_SKELETAL_MUSCLE_TISSUE_DEVELOPMENT"
"308","GO_FOCAL_ADHESION_ASSEMBLY"
"309","GO_MYELOID_LEUKOCYTE_MIGRATION"
"310","GO_COLLAGEN_FIBRIL_ORGANIZATION"
"311","GO_ICOSANOID_BIOSYNTHETIC_PROCESS"
"312","GO_POSITIVE_REGULATION_OF_NEURON_DEATH"
"313","GO_RESPONSE_TO_ESTRADIOL"
"314","GO_CORONARY_VASCULATURE_DEVELOPMENT"
"315","GO_CARTILAGE_DEVELOPMENT"
"316","GO_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION"
"317","GO_NEURON_PROJECTION_EXTENSION"
"318","GO_REGULATION_OF_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT"
"319","GO_NEGATIVE_REGULATION_OF_CYCLIC_NUCLEOTIDE_METABOLIC_PROCESS"
"320","GO_PYRIMIDINE_NUCLEOTIDE_BIOSYNTHETIC_PROCESS"
"321","GO_RESPONSE_TO_MUSCLE_STRETCH"
"322","GO_NEGATIVE_REGULATION_OF_OLIGODENDROCYTE_DIFFERENTIATION"
"323","GO_ENTRY_INTO_CELL_OF_OTHER_ORGANISM_INVOLVED_IN_SYMBIOTIC_INTERACTION"
"324","GO_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_SIGNALING"
"325","GO_RESPONSE_TO_COLD"
"326","GO_NEGATIVE_REGULATION_OF_SODIUM_ION_TRANSPORT"
"327","GO_CELLULAR_RESPONSE_TO_INTERLEUKIN_1"
"328","GO_CIRCULATORY_SYSTEM_PROCESS"
"329","GO_REGULATION_OF_VASODILATION"
"330","GO_REGULATION_OF_TRIGLYCERIDE_METABOLIC_PROCESS"
"331","GO_NEGATIVE_REGULATION_OF_GLYCOPROTEIN_BIOSYNTHETIC_PROCESS"
"332","GO_RESPONSE_TO_COCAINE"
"333","GO_CELL_CHEMOTAXIS"
"334","GO_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR"
"335","GO_PROTEIN_DNA_COMPLEX_DISASSEMBLY"
"336","GO_RIBONUCLEOTIDE_CATABOLIC_PROCESS"
"337","GO_POSITIVE_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEPARATION"
"338","GO_DNA_TEMPLATED_TRANSCRIPTION_TERMINATION"
"339","GO_NEGATIVE_REGULATION_OF_INTERLEUKIN_1_PRODUCTION"
"340","GO_POSITIVE_REGULATION_OF_CATION_CHANNEL_ACTIVITY"
"341","GO_REGULATION_OF_PROSTAGLANDIN_SECRETION"
"342","GO_REGULATION_OF_PODOSOME_ASSEMBLY"
"343","GO_REGULATION_OF_CELLULAR_SENESCENCE"
"344","GO_PURINE_RIBONUCLEOSIDE_CATABOLIC_PROCESS"
"345","GO_CARDIAC_LEFT_VENTRICLE_MORPHOGENESIS"
"346","GO_NEGATIVE_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION"
"347","GO_RESPONSE_TO_AMINE"
"348","GO_REGULATION_OF_ORGANIC_ACID_TRANSPORT"
"349","GO_REGULATION_OF_DNA_DEPENDENT_DNA_REPLICATION"
"350","GO_NEGATIVE_REGULATION_OF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY"
"351","GO_PROTEIN_HOMOTETRAMERIZATION"
"352","GO_IMMUNE_SYSTEM_PROCESS"
"353","GO_HEART_TRABECULA_MORPHOGENESIS"
"354","GO_RESPIRATORY_CHAIN_COMPLEX_IV_ASSEMBLY"
"355","GO_VESICLE_LOCALIZATION"
"356","GO_NITRIC_OXIDE_METABOLIC_PROCESS"
"357","GO_POSITIVE_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS"
"358","GO_POSITIVE_REGULATION_OF_CELL_FATE_COMMITMENT"
"359","GO_FOREBRAIN_MORPHOGENESIS"
"360","GO_TELOMERE_CAPPING"
"361","GO_PROSTATE_GLAND_MORPHOGENESIS"
"362","GO_NEGATIVE_REGULATION_OF_AXON_EXTENSION"
"363","GO_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION"
"364","GO_REGULATION_OF_STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_CASCADE"
"365","GO_MYELOID_CELL_DEVELOPMENT"
"366","GO_NEGATIVE_REGULATION_OF_KINASE_ACTIVITY"
"367","GO_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY_INVOLVED_IN_APOPTOTIC_PROCESS"
"368","GO_INTRACELLULAR_PROTEIN_TRANSPORT"
"369","GO_REGULATION_OF_HISTONE_DEACETYLATION"
"370","GO_REGULATION_OF_PHOSPHATASE_ACTIVITY"
"371","GO_NEUROTRANSMITTER_UPTAKE"
"372","GO_MICROTUBULE_ANCHORING"
"373","GO_CELL_DIVISION"
"374","GO_REGULATION_OF_MRNA_CATABOLIC_PROCESS"
"375","GO_INTERMEDIATE_FILAMENT_ORGANIZATION"
