"","x"
"153","KEGG-ALZHEIMERS-DISEASE"
"154","KEGG-PARKINSONS-DISEASE"
"155","KEGG-AMYOTROPHIC-LATERAL-SCLEROSIS-ALS"
"156","KEGG-HUNTINGTONS-DISEASE"
"157","KEGG-PRION-DISEASES"
"158","KEGG-VIBRIO-CHOLERAE-INFECTION"
"159","KEGG-EPITHELIAL-CELL-SIGNALING-IN-HELICOBACTER-PYLORI-INFECTION"
"160","KEGG-PATHOGENIC-ESCHERICHIA-COLI-INFECTION"
"161","KEGG-LEISHMANIA-INFECTION"
"162","KEGG-PATHWAYS-IN-CANCER"
"163","KEGG-COLORECTAL-CANCER"
"164","KEGG-RENAL-CELL-CARCINOMA"
"165","KEGG-PANCREATIC-CANCER"
"166","KEGG-ENDOMETRIAL-CANCER"
"167","KEGG-GLIOMA"
"168","KEGG-PROSTATE-CANCER"
"169","KEGG-THYROID-CANCER"
"170","KEGG-BASAL-CELL-CARCINOMA"
"171","KEGG-MELANOMA"
"172","KEGG-BLADDER-CANCER"
"173","KEGG-CHRONIC-MYELOID-LEUKEMIA"
"174","KEGG-ACUTE-MYELOID-LEUKEMIA"
"175","KEGG-SMALL-CELL-LUNG-CANCER"
"176","KEGG-NON-SMALL-CELL-LUNG-CANCER"
"177","KEGG-ASTHMA"
"178","KEGG-AUTOIMMUNE-THYROID-DISEASE"
"179","KEGG-SYSTEMIC-LUPUS-ERYTHEMATOSUS"
"180","KEGG-ALLOGRAFT-REJECTION"
"181","KEGG-GRAFT-VERSUS-HOST-DISEASE"
"182","KEGG-PRIMARY-IMMUNODEFICIENCY"
"183","KEGG-HYPERTROPHIC-CARDIOMYOPATHY-HCM"
"184","KEGG-ARRHYTHMOGENIC-RIGHT-VENTRICULAR-CARDIOMYOPATHY-ARVC"
"185","KEGG-DILATED-CARDIOMYOPATHY"
"186","KEGG-VIRAL-MYOCARDITIS"
"187","BIOCARTA-RELA-PATHWAY"
"188","BIOCARTA-NO1-PATHWAY"
"189","BIOCARTA-CSK-PATHWAY"
"190","BIOCARTA-SRCRPTP-PATHWAY"
"191","BIOCARTA-AMI-PATHWAY"
"192","BIOCARTA-GRANULOCYTES-PATHWAY"
"193","BIOCARTA-LYM-PATHWAY"
"194","BIOCARTA-ARAP-PATHWAY"
"195","BIOCARTA-AGR-PATHWAY"
"196","BIOCARTA-AKAP95-PATHWAY"
"197","BIOCARTA-AKT-PATHWAY"
"198","BIOCARTA-ALK-PATHWAY"
"199","BIOCARTA-AT1R-PATHWAY"
"200","BIOCARTA-ACE2-PATHWAY"
"201","BIOCARTA-ASBCELL-PATHWAY"
"202","BIOCARTA-DNAFRAGMENT-PATHWAY"
"203","BIOCARTA-CHEMICAL-PATHWAY"
"204","BIOCARTA-SPPA-PATHWAY"
"205","BIOCARTA-ATM-PATHWAY"
"206","BIOCARTA-AGPCR-PATHWAY"
"207","BIOCARTA-BCELLSURVIVAL-PATHWAY"
"208","BIOCARTA-BLYMPHOCYTE-PATHWAY"
"209","BIOCARTA-BCR-PATHWAY"
"210","BIOCARTA-BIOPEPTIDES-PATHWAY"
"211","BIOCARTA-NEUROTRANSMITTERS-PATHWAY"
"212","BIOCARTA-RANKL-PATHWAY"
"213","BIOCARTA-CACAM-PATHWAY"
"214","BIOCARTA-CDMAC-PATHWAY"
"215","BIOCARTA-CARM-ER-PATHWAY"
"216","BIOCARTA-CASPASE-PATHWAY"
"217","BIOCARTA-CBL-PATHWAY"
"218","BIOCARTA-CCR3-PATHWAY"
"219","BIOCARTA-CD40-PATHWAY"
"220","BIOCARTA-MCM-PATHWAY"
"221","BIOCARTA-G1-PATHWAY"
"222","BIOCARTA-G2-PATHWAY"
"223","BIOCARTA-CELL2CELL-PATHWAY"
"224","BIOCARTA-LAIR-PATHWAY"
"225","BIOCARTA-CERAMIDE-PATHWAY"
"226","BIOCARTA-TID-PATHWAY"
"227","BIOCARTA-CLASSIC-PATHWAY"
"228","BIOCARTA-COMP-PATHWAY"
"229","BIOCARTA-VDR-PATHWAY"
"230","BIOCARTA-HDAC-PATHWAY"
"231","BIOCARTA-GCR-PATHWAY"
"232","BIOCARTA-CTCF-PATHWAY"
"233","BIOCARTA-CTL-PATHWAY"
"234","BIOCARTA-CXCR4-PATHWAY"
"235","BIOCARTA-CELLCYCLE-PATHWAY"
"236","BIOCARTA-CFTR-PATHWAY"
"237","BIOCARTA-CYTOKINE-PATHWAY"
"238","BIOCARTA-INFLAM-PATHWAY"
"239","BIOCARTA-D4GDI-PATHWAY"
"240","BIOCARTA-DC-PATHWAY"
"241","BIOCARTA-P35ALZHEIMERS-PATHWAY"
"242","BIOCARTA-RNA-PATHWAY"
"243","BIOCARTA-MTA3-PATHWAY"
"244","BIOCARTA-SKP2E2F-PATHWAY"
"245","BIOCARTA-CALCINEURIN-PATHWAY"
"246","BIOCARTA-EGF-PATHWAY"
"247","BIOCARTA-ETC-PATHWAY"
"248","BIOCARTA-NDKDYNAMIN-PATHWAY"
"249","BIOCARTA-EPHA4-PATHWAY"
"250","BIOCARTA-EPO-PATHWAY"
"251","BIOCARTA-ECM-PATHWAY"
"252","BIOCARTA-ERK-PATHWAY"
"253","BIOCARTA-ERYTH-PATHWAY"
"254","BIOCARTA-EPONFKB-PATHWAY"
"255","BIOCARTA-EIF-PATHWAY"
"256","BIOCARTA-EXTRINSIC-PATHWAY"
"257","BIOCARTA-FAS-PATHWAY"
"258","BIOCARTA-FCER1-PATHWAY"
"259","BIOCARTA-FEEDER-PATHWAY"
"260","BIOCARTA-FIBRINOLYSIS-PATHWAY"
"261","BIOCARTA-FMLP-PATHWAY"
"262","BIOCARTA-FREE-PATHWAY"
"263","BIOCARTA-GABA-PATHWAY"
"264","BIOCARTA-GATA3-PATHWAY"
"265","BIOCARTA-GLYCOLYSIS-PATHWAY"
"266","BIOCARTA-SET-PATHWAY"
"267","BIOCARTA-GH-PATHWAY"
"268","BIOCARTA-AHSP-PATHWAY"
"269","BIOCARTA-TCAPOPTOSIS-PATHWAY"
"270","BIOCARTA-HIVNEF-PATHWAY"
"271","BIOCARTA-SALMONELLA-PATHWAY"
"272","BIOCARTA-MPR-PATHWAY"
"273","BIOCARTA-HCMV-PATHWAY"
"274","BIOCARTA-P53HYPOXIA-PATHWAY"
"275","BIOCARTA-HIF-PATHWAY"
"276","BIOCARTA-IGF1-PATHWAY"
"277","BIOCARTA-IL17-PATHWAY"
"278","BIOCARTA-IL2-PATHWAY"
"279","BIOCARTA-IL3-PATHWAY"
"280","BIOCARTA-IL4-PATHWAY"
"281","BIOCARTA-IL5-PATHWAY"
"282","BIOCARTA-IL6-PATHWAY"
"283","BIOCARTA-IL10-PATHWAY"
"284","BIOCARTA-IL12-PATHWAY"
"285","BIOCARTA-IL2RB-PATHWAY"
"286","BIOCARTA-IL22BP-PATHWAY"
"287","BIOCARTA-IL7-PATHWAY"
"288","BIOCARTA-GSK3-PATHWAY"
"289","BIOCARTA-DEATH-PATHWAY"
"290","BIOCARTA-RACCYCD-PATHWAY"
"291","BIOCARTA-GLEEVEC-PATHWAY"
"292","BIOCARTA-INSULIN-PATHWAY"
"293","BIOCARTA-INTEGRIN-PATHWAY"
"294","BIOCARTA-INTRINSIC-PATHWAY"
"295","BIOCARTA-KERATINOCYTE-PATHWAY"
"296","BIOCARTA-TCRA-PATHWAY"
"297","BIOCARTA-LECTIN-PATHWAY"
"298","BIOCARTA-PYK2-PATHWAY"
"299","BIOCARTA-EGFR-SMRTE-PATHWAY"
"300","BIOCARTA-MAPK-PATHWAY"
"301","BIOCARTA-MCALPAIN-PATHWAY"
"302","BIOCARTA-PPARA-PATHWAY"
"303","BIOCARTA-ETS-PATHWAY"
"304","BIOCARTA-MONOCYTE-PATHWAY"
"305","BIOCARTA-MTOR-PATHWAY"
"306","BIOCARTA-IGF1R-PATHWAY"
"307","BIOCARTA-PITX2-PATHWAY"
"308","BIOCARTA-NGF-PATHWAY"
"309","BIOCARTA-VIP-PATHWAY"
"310","BIOCARTA-NFAT-PATHWAY"
"311","BIOCARTA-NTHI-PATHWAY"
"312","BIOCARTA-NFKB-PATHWAY"
"313","BIOCARTA-NOS1-PATHWAY"
"314","BIOCARTA-NO2IL12-PATHWAY"
"315","BIOCARTA-RARRXR-PATHWAY"
"316","BIOCARTA-NUCLEARRS-PATHWAY"
"317","BIOCARTA-ARENRF2-PATHWAY"
"318","BIOCARTA-P38MAPK-PATHWAY"
"319","BIOCARTA-P53-PATHWAY"
"320","BIOCARTA-PDGF-PATHWAY"
"321","BIOCARTA-CCR5-PATHWAY"
"322","BIOCARTA-PTDINS-PATHWAY"
"323","BIOCARTA-PLCE-PATHWAY"
"324","BIOCARTA-EDG1-PATHWAY"
"325","BIOCARTA-CDK5-PATHWAY"
"326","BIOCARTA-MYOSIN-PATHWAY"
"327","BIOCARTA-PLATELETAPP-PATHWAY"
"328","BIOCARTA-PS1-PATHWAY"
"329","BIOCARTA-PROTEASOME-PATHWAY"
"330","BIOCARTA-AKAPCENTROSOME-PATHWAY"
"331","BIOCARTA-PTEN-PATHWAY"
"332","BIOCARTA-RAB-PATHWAY"
"333","BIOCARTA-RAC1-PATHWAY"
"334","BIOCARTA-RAS-PATHWAY"
"335","BIOCARTA-NKCELLS-PATHWAY"
"336","BIOCARTA-RB-PATHWAY"
"337","BIOCARTA-CHREBP2-PATHWAY"
"338","BIOCARTA-BAD-PATHWAY"
"339","BIOCARTA-CK1-PATHWAY"
"340","BIOCARTA-EIF2-PATHWAY"
"341","BIOCARTA-EIF4-PATHWAY"
"342","BIOCARTA-STEM-PATHWAY"
"343","BIOCARTA-P27-PATHWAY"
"344","BIOCARTA-PGC1A-PATHWAY"
"345","BIOCARTA-PML-PATHWAY"
"346","BIOCARTA-DREAM-PATHWAY"
"347","BIOCARTA-LEPTIN-PATHWAY"
"348","BIOCARTA-RHO-PATHWAY"
"349","BIOCARTA-AKAP13-PATHWAY"
"350","BIOCARTA-ATRBRCA-PATHWAY"
"351","BIOCARTA-CARDIACEGF-PATHWAY"
"352","BIOCARTA-HER2-PATHWAY"
"353","BIOCARTA-ERK5-PATHWAY"
"354","BIOCARTA-MAL-PATHWAY"
"355","BIOCARTA-MEF2D-PATHWAY"
"356","BIOCARTA-MITOCHONDRIA-PATHWAY"
"357","BIOCARTA-ACH-PATHWAY"
"358","BIOCARTA-PARKIN-PATHWAY"
"359","BIOCARTA-CDC42RAC-PATHWAY"
"360","BIOCARTA-RANMS-PATHWAY"
"361","BIOCARTA-BARR-MAPK-PATHWAY"
"362","BIOCARTA-TOB1-PATHWAY"
"363","BIOCARTA-BARRESTIN-SRC-PATHWAY"
"364","BIOCARTA-NKT-PATHWAY"
"365","BIOCARTA-IL1R-PATHWAY"
"366","BIOCARTA-MET-PATHWAY"
"367","BIOCARTA-GPCR-PATHWAY"
"368","BIOCARTA-IGF1MTOR-PATHWAY"
"369","BIOCARTA-SODD-PATHWAY"
"370","BIOCARTA-SHH-PATHWAY"
"371","BIOCARTA-PTC1-PATHWAY"
"372","BIOCARTA-SPRY-PATHWAY"
"373","BIOCARTA-BARRESTIN-PATHWAY"
"374","BIOCARTA-STATHMIN-PATHWAY"
"375","BIOCARTA-HSP27-PATHWAY"
"376","BIOCARTA-TCR-PATHWAY"
"377","BIOCARTA-TCYTOTOXIC-PATHWAY"
"378","BIOCARTA-THELPER-PATHWAY"
"379","BIOCARTA-TALL1-PATHWAY"
"380","BIOCARTA-TEL-PATHWAY"
"381","BIOCARTA-TGFB-PATHWAY"
"382","BIOCARTA-TH1TH2-PATHWAY"
"383","BIOCARTA-41BB-PATHWAY"
"384","BIOCARTA-KREB-PATHWAY"
"385","BIOCARTA-CTLA4-PATHWAY"
"386","BIOCARTA-LONGEVITY-PATHWAY"
"387","BIOCARTA-SARS-PATHWAY"
"388","BIOCARTA-PAR1-PATHWAY"
"389","BIOCARTA-STRESS-PATHWAY"
"390","BIOCARTA-TNFR1-PATHWAY"
"391","BIOCARTA-TNFR2-PATHWAY"
"392","BIOCARTA-TOLL-PATHWAY"
"393","BIOCARTA-TPO-PATHWAY"
"394","BIOCARTA-CREB-PATHWAY"
"395","BIOCARTA-CARM1-PATHWAY"
"396","BIOCARTA-TFF-PATHWAY"
"397","BIOCARTA-TRKA-PATHWAY"
"398","BIOCARTA-ARF-PATHWAY"
"399","BIOCARTA-UCALPAIN-PATHWAY"
"400","BIOCARTA-VEGF-PATHWAY"
"401","BIOCARTA-VITCB-PATHWAY"
"402","BIOCARTA-WNT-PATHWAY"
"403","BIOCARTA-ACTINY-PATHWAY"
"404","ST-INTERFERON-GAMMA-PATHWAY"
"405","ST-WNT-CA2-CYCLIC-GMP-PATHWAY"
"406","ST-DIFFERENTIATION-PATHWAY-IN-PC12-CELLS"
"407","ST-TUMOR-NECROSIS-FACTOR-PATHWAY"
"408","SA-B-CELL-RECEPTOR-COMPLEXES"
"409","ST-ERK1-ERK2-MAPK-PATHWAY"
"410","SIG-CD40PATHWAYMAP"
"411","SIG-PIP3-SIGNALING-IN-CARDIAC-MYOCTES"
"412","SA-CASPASE-CASCADE"
"413","ST-GA12-PATHWAY"
"414","ST-G-ALPHA-S-PATHWAY"
"415","ST-G-ALPHA-I-PATHWAY"
"416","SIG-CHEMOTAXIS"
"417","ST-IL-13-PATHWAY"
"418","ST-P38-MAPK-PATHWAY"
"419","SIG-IL4RECEPTOR-IN-B-LYPHOCYTES"
"420","WNT-SIGNALING"
"421","ST-JAK-STAT-PATHWAY"
"422","SIG-REGULATION-OF-THE-ACTIN-CYTOSKELETON-BY-RHO-GTPASES"
"423","ST-GRANULE-CELL-SURVIVAL-PATHWAY"
"424","ST-ADRENERGIC"
"425","ST-INTEGRIN-SIGNALING-PATHWAY"
"426","ST-GAQ-PATHWAY"
"427","ST-GA13-PATHWAY"
"428","ST-STAT3-PATHWAY"
"429","SA-FAS-SIGNALING"
"430","SA-G1-AND-S-PHASES"
"431","SIG-INSULIN-RECEPTOR-PATHWAY-IN-CARDIAC-MYOCYTES"
"432","ST-T-CELL-SIGNAL-TRANSDUCTION"
"433","ST-TYPE-I-INTERFERON-PATHWAY"
"434","ST-PAC1-RECEPTOR-PATHWAY"
"435","SIG-PIP3-SIGNALING-IN-B-LYMPHOCYTES"
"436","SIG-BCR-SIGNALING-PATHWAY"
"437","SA-G2-AND-M-PHASES"
"438","ST-B-CELL-ANTIGEN-RECEPTOR"
"439","ST-INTERLEUKIN-4-PATHWAY"
"440","ST-WNT-BETA-CATENIN-PATHWAY"
"441","SA-MMP-CYTOKINE-CONNECTION"
"442","ST-JNK-MAPK-PATHWAY"
"443","SA-PROGRAMMED-CELL-DEATH"
"444","ST-FAS-SIGNALING-PATHWAY"
"445","ST-MYOCYTE-AD-PATHWAY"
"446","SA-PTEN-PATHWAY"
"447","SA-REG-CASCADE-OF-CYCLIN-EXPR"
"448","SA-TRKA-RECEPTOR"
"449","ST-PHOSPHOINOSITIDE-3-KINASE-PATHWAY"
"450","PID-FANCONI-PATHWAY"
"451","PID-SMAD2-3NUCLEAR-PATHWAY"
"452","PID-FCER1-PATHWAY"
"453","PID-ENDOTHELIN-PATHWAY"
"454","PID-BCR-5PATHWAY"
"455","PID-PRL-SIGNALING-EVENTS-PATHWAY"
"456","PID-RHOA-PATHWAY"
"457","PID-ERBB4-PATHWAY"
"458","PID-AURORA-B-PATHWAY"
"459","PID-LYSOPHOSPHOLIPID-PATHWAY"
"460","PID-INSULIN-PATHWAY"
"461","PID-NOTCH-PATHWAY"
"462","PID-INTEGRIN1-PATHWAY"
"463","PID-P73PATHWAY"
"464","PID-P38-MKK3-6PATHWAY"
"465","PID-GMCSF-PATHWAY"
"466","PID-WNT-NONCANONICAL-PATHWAY"
"467","PID-NFKAPPAB-ATYPICAL-PATHWAY"
"468","PID-IL4-2PATHWAY"
"469","PID-HDAC-CLASSII-PATHWAY"
"470","PID-BETA-CATENIN-DEG-PATHWAY"
"471","PID-HDAC-CLASSIII-PATHWAY"
"472","PID-GLYPICAN-1PATHWAY"
"473","PID-TCR-PATHWAY"
"474","PID-IL27-PATHWAY"
"475","PID-NFKAPPAB-CANONICAL-PATHWAY"
"476","PID-E2F-PATHWAY"
"477","PID-ER-NONGENOMIC-PATHWAY"
"478","PID-DNA-PK-PATHWAY"
"479","PID-HIF2PATHWAY"
"480","PID-CD40-PATHWAY"
"481","PID-ATR-PATHWAY"
"482","PID-INTEGRIN-CS-PATHWAY"
"483","PID-MET-PATHWAY"
"484","PID-PTP1B-PATHWAY"
"485","PID-INTEGRIN3-PATHWAY"
"486","PID-IL12-2PATHWAY"
"487","PID-S1P-S1P3-PATHWAY"
"488","PID-LPA4-PATHWAY"
"489","PID-AR-PATHWAY"
"490","PID-NFAT-TFPATHWAY"
"491","PID-EPHB-FWD-PATHWAY"
"492","PID-AVB3-OPN-PATHWAY"
"493","PID-S1P-S1P4-PATHWAY"
"494","PID-FRA-PATHWAY"
"495","PID-MYC-ACTIV-PATHWAY"
"496","PID-ARF6-TRAFFICKING-PATHWAY"
"497","PID-RHOA-REG-PATHWAY"
"498","PID-REELIN-PATHWAY"
"499","PID-PS1-PATHWAY"
"500","PID-ILK-PATHWAY"
"501","PID-NECTIN-PATHWAY"
"502","PID-P38-ALPHA-BETA-PATHWAY"
"503","PID-WNT-SIGNALING-PATHWAY"
"504","PID-TRAIL-PATHWAY"
"505","PID-CDC42-PATHWAY"
"506","PID-RET-PATHWAY"
"507","PID-CDC42-REG-PATHWAY"
"508","PID-ATM-PATHWAY"
"509","PID-ARF6-PATHWAY"
"510","PID-LKB1-PATHWAY"
"511","PID-CD8-TCR-PATHWAY"
"512","PID-WNT-CANONICAL-PATHWAY"
"513","PID-TCPTP-PATHWAY"
"514","PID-ANGIOPOIETIN-RECEPTOR-PATHWAY"
"515","PID-FAS-PATHWAY"
"516","PID-CIRCADIAN-PATHWAY"
"517","PID-TXA2PATHWAY"
"518","PID-SHP2-PATHWAY"
"519","PID-HDAC-CLASSI-PATHWAY"
"520","PID-S1P-S1P1-PATHWAY"
"521","PID-TELOMERASE-PATHWAY"
"522","PID-HNF3B-PATHWAY"
"523","PID-NETRIN-PATHWAY"
"524","PID-IL1-PATHWAY"
"525","PID-NFAT-3PATHWAY"
"526","PID-REG-GR-PATHWAY"
